Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type,Year,Month
11214,54840,1054840,10000,2025-08-28,1,2025,8
11215,529215,1529215,10000,2025-10-28,1,2025,10
11216,257252,1257252,10000,2025-04-07,1,2025,4
11217,861414,1861414,10000,2025-11-28,1,2025,11
11218,880446,1880446,10000,2025-06-14,1,2025,6
11219,343140,1343140,10000,2025-10-21,1,2025,10
11220,239616,1239616,10000,2025-08-07,1,2025,8
11221,14917,1014917,10000,2025-03-21,1,2025,3
11222,472581,1472581,10000,2025-04-14,1,2025,4
11223,880546,1880546,10000,2025-10-07,1,2025,10
11224,168016,1168016,10000,2025-09-21,1,2025,9
11225,404306,1404306,10000,2025-06-21,1,2025,6
11226,457658,1457658,10000,2025-11-14,1,2025,11
11227,756166,1756166,10000,2025-11-21,1,2025,11
11228,827389,1827389,10000,2025-12-07,1,2025,12
11229,831108,1831108,10000,2025-11-14,1,2025,11
11230,58302,1058302,10000,2025-02-06,1,2025,2
11231,612170,1612170,10000,2025-10-14,1,2025,10
11232,943250,1943250,10000,2025-07-07,1,2025,7
11233,106554,1106554,10000,2025-05-07,1,2025,5
11234,403710,1403710,10000,2025-06-21,1,2025,6
11235,133725,1133725,10000,2025-12-14,1,2025,12
11236,85659,1085659,10000,2025-02-06,1,2025,2
11237,427684,1427684,10000,2025-06-21,1,2025,6
11238,792603,1792603,10000,2025-07-21,1,2025,7
11239,567365,1567365,10000,2025-07-21,1,2025,7
11240,953530,1953530,10000,2025-06-07,1,2025,6
11241,221542,1221542,10000,2025-02-13,1,2025,2
11242,552592,1552592,10000,2025-10-14,1,2025,10
11243,672611,1672611,10000,2025-07-21,1,2025,7
11244,110010,1110010,10000,2025-11-21,1,2025,11
11245,713262,1713262,10000,2025-06-28,1,2025,6
11246,732795,1732795,10000,2025-06-14,1,2025,6
11247,556889,1556889,10000,2025-12-14,1,2025,12
11248,493056,1493056,10000,2025-12-28,1,2025,12
11249,248474,1248474,10000,2025-07-14,1,2025,7
11250,439070,1439070,10000,2025-06-07,1,2025,6
11251,59593,1059593,10000,2025-12-14,1,2025,12
11252,57538,1057538,10000,2025-01-06,1,2025,1
11253,278648,1278648,10000,2025-10-14,1,2025,10
11254,144457,1144457,10000,2025-04-07,1,2025,4
11255,398543,1398543,10000,2025-11-28,1,2025,11
11256,863074,1863074,10000,2025-04-21,1,2025,4
11257,678541,1678541,10000,2025-08-21,1,2025,8
11258,468746,1468746,10000,2025-04-28,1,2025,4
11259,635579,1635579,10000,2025-10-21,1,2025,10
11260,614258,1614258,10000,2025-08-14,1,2025,8
11261,552972,1552972,10000,2025-05-28,1,2025,5
11262,110113,1110113,10000,2025-10-28,1,2025,10
11263,814055,1814055,10000,2025-09-07,1,2025,9
11264,59501,1059501,10000,2025-09-14,1,2025,9
11265,748004,1748004,10000,2025-05-14,1,2025,5
11266,825435,1825435,10000,2025-10-07,1,2025,10
11267,820231,1820231,10000,2025-05-14,1,2025,5
11268,532375,1532375,10000,2025-05-07,1,2025,5
11269,74445,1074445,10000,2025-10-28,1,2025,10
11270,118870,1118870,10000,2025-08-21,1,2025,8
11271,20191,1020191,10000,2025-05-07,1,2025,5
11272,304481,1304481,10000,2025-07-28,1,2025,7
11273,975917,1975917,10000,2025-10-28,1,2025,10
11274,939389,1939389,10000,2025-09-14,1,2025,9
11275,322727,1322727,10000,2025-09-28,1,2025,9
11276,367110,1367110,10000,2025-10-21,1,2025,10
11277,518765,1518765,10000,2025-01-20,1,2025,1
11278,873355,1873355,10000,2025-03-14,1,2025,3
11279,439440,1439440,10000,2025-05-28,1,2025,5
11280,343585,1343585,10000,2025-06-14,1,2025,6
11281,184690,1184690,10000,2025-03-21,1,2025,3
11282,933673,1933673,10000,2025-10-14,1,2025,10
11283,980660,1980660,10000,2025-01-27,1,2025,1
11284,969710,1969710,10000,2025-05-14,1,2025,5
11285,298161,1298161,10000,2025-12-21,1,2025,12
11286,153583,1153583,10000,2025-01-20,1,2025,1
11287,14633,1014633,10000,2025-10-21,1,2025,10
11288,600974,1600974,10000,2025-06-14,1,2025,6
11289,767558,1767558,10000,2025-01-20,1,2025,1
11290,980500,1980500,10000,2025-05-28,1,2025,5
11291,673170,1673170,10000,2025-10-07,1,2025,10
11292,874693,1874693,10000,2025-04-07,1,2025,4
11293,46039,1046039,10000,2025-02-06,1,2025,2
11294,661164,1661164,10000,2025-09-28,1,2025,9
11295,87746,1087746,10000,2025-08-21,1,2025,8
11296,189436,1189436,10000,2025-02-13,1,2025,2
11297,31696,1031696,10000,2025-10-14,1,2025,10
11298,690954,1690954,10000,2025-05-07,1,2025,5
11299,591837,1591837,10000,2025-01-20,1,2025,1
11300,585099,1585099,10000,2025-04-14,1,2025,4
11301,361795,1361795,10000,2025-04-07,1,2025,4
11302,138956,1138956,10000,2025-03-07,1,2025,3
11303,104189,1104189,10000,2025-05-28,1,2025,5
11304,950725,1950725,10000,2025-08-28,1,2025,8
11305,885384,1885384,10000,2025-09-07,1,2025,9
11306,198838,1198838,10000,2025-09-07,1,2025,9
11307,527530,1527530,10000,2025-10-07,1,2025,10
11308,268731,1268731,10000,2025-09-07,1,2025,9
11309,907766,1907766,10000,2025-11-07,1,2025,11
11310,919651,1919651,10000,2025-04-14,1,2025,4
11311,964894,1964894,10000,2025-08-28,1,2025,8
11312,587642,1587642,10000,2025-03-28,1,2025,3
11313,70946,1070946,10000,2025-02-20,1,2025,2
11314,700840,1700840,10000,2025-03-07,1,2025,3
11315,229872,1229872,10000,2025-08-07,1,2025,8
11316,749496,1749496,10000,2025-10-14,1,2025,10
11317,971655,1971655,10000,2025-12-28,1,2025,12
11318,462895,1462895,10000,2025-05-14,1,2025,5
11319,23745,1023745,10000,2025-09-28,1,2025,9
11320,42639,1042639,10000,2025-05-14,1,2025,5
11321,639859,1639859,10000,2025-01-20,1,2025,1
11322,962344,1962344,10000,2025-06-21,1,2025,6
11323,782698,1782698,10000,2025-09-28,1,2025,9
11324,465465,1465465,10000,2025-08-14,1,2025,8
11325,200961,1200961,10000,2025-09-28,1,2025,9
11326,490976,1490976,10000,2025-01-20,1,2025,1
11327,80570,1080570,10000,2025-12-14,1,2025,12
11328,219889,1219889,10000,2025-11-07,1,2025,11
11329,285046,1285046,10000,2025-06-21,1,2025,6
11330,871180,1871180,10000,2025-05-14,1,2025,5
11331,202327,1202327,10000,2025-08-21,1,2025,8
11332,428159,1428159,10000,2025-06-07,1,2025,6
11333,202819,1202819,10000,2025-06-28,1,2025,6
11334,902141,1902141,10000,2025-09-28,1,2025,9
11335,227578,1227578,10000,2025-01-27,1,2025,1
11336,528432,1528432,10000,2025-12-14,1,2025,12
11337,895378,1895378,10000,2025-02-06,1,2025,2
11338,290753,1290753,10000,2025-05-07,1,2025,5
11339,701306,1701306,10000,2025-09-07,1,2025,9
11340,915951,1915951,10000,2025-07-21,1,2025,7
11341,966948,1966948,10000,2025-05-07,1,2025,5
11342,404642,1404642,10000,2025-12-14,1,2025,12
11343,844739,1844739,10000,2025-07-28,1,2025,7
11344,934085,1934085,10000,2025-03-28,1,2025,3
11345,261655,1261655,10000,2025-01-06,1,2025,1
11346,390886,1390886,10000,2025-03-21,1,2025,3
11347,966028,1966028,10000,2025-12-07,1,2025,12
11348,728660,1728660,10000,2025-12-21,1,2025,12
11349,267485,1267485,10000,2025-08-28,1,2025,8
11350,999558,1999558,10000,2025-01-06,1,2025,1
11351,254166,1254166,10000,2025-01-20,1,2025,1
11352,833055,1833055,10000,2025-09-28,1,2025,9
11353,974409,1974409,10000,2025-11-28,1,2025,11
11354,577850,1577850,10000,2025-01-20,1,2025,1
11355,750781,1750781,10000,2025-12-07,1,2025,12
11356,817432,1817432,10000,2025-02-06,1,2025,2
11357,215408,1215408,10000,2025-12-28,1,2025,12
11358,853658,1853658,10000,2025-10-28,1,2025,10
11359,71925,1071925,10000,2025-03-07,1,2025,3
11360,423223,1423223,10000,2025-01-13,1,2025,1
11361,228677,1228677,10000,2025-11-28,1,2025,11
11362,191754,1191754,10000,2025-05-07,1,2025,5
11363,495206,1495206,10000,2025-10-07,1,2025,10
11364,448285,1448285,10000,2025-06-28,1,2025,6
11365,546019,1546019,10000,2025-11-21,1,2025,11
11366,646618,1646618,10000,2025-08-07,1,2025,8
11367,250722,1250722,10000,2025-08-14,1,2025,8
11368,392183,1392183,10000,2025-02-20,1,2025,2
11369,252281,1252281,10000,2025-11-07,1,2025,11
11370,731378,1731378,10000,2025-06-14,1,2025,6
11371,704575,1704575,10000,2025-04-14,1,2025,4
11372,807514,1807514,10000,2025-02-20,1,2025,2
11373,328745,1328745,10000,2025-09-14,1,2025,9
11374,442132,1442132,10000,2025-01-06,1,2025,1
11375,591715,1591715,10000,2025-05-28,1,2025,5
11376,777836,1777836,10000,2025-09-28,1,2025,9
11377,545079,1545079,10000,2025-04-21,1,2025,4
11378,447282,1447282,10000,2025-06-21,1,2025,6
11379,262632,1262632,10000,2025-03-07,1,2025,3
11380,440527,1440527,10000,2025-11-14,1,2025,11
11381,126373,1126373,10000,2025-10-07,1,2025,10
11382,404751,1404751,10000,2025-11-28,1,2025,11
11383,917697,1917697,10000,2025-11-21,1,2025,11
11384,902491,1902491,10000,2025-04-28,1,2025,4
11385,439776,1439776,10000,2025-05-07,1,2025,5
11386,486396,1486396,10000,2025-01-20,1,2025,1
11387,358887,1358887,10000,2025-04-28,1,2025,4
11388,35602,1035602,10000,2025-03-07,1,2025,3
11389,342724,1342724,10000,2025-01-27,1,2025,1
11390,979966,1979966,10000,2025-12-21,1,2025,12
11391,358031,1358031,10000,2025-05-28,1,2025,5
11392,109504,1109504,10000,2025-01-27,1,2025,1
11393,225454,1225454,10000,2025-09-07,1,2025,9
11394,315267,1315267,10000,2025-12-14,1,2025,12
11395,52154,1052154,10000,2025-04-21,1,2025,4
11396,874537,1874537,10000,2025-06-14,1,2025,6
11397,719917,1719917,10000,2025-08-07,1,2025,8
11398,407943,1407943,10000,2025-05-28,1,2025,5
11399,454512,1454512,10000,2025-02-13,1,2025,2
11400,650778,1650778,10000,2025-11-28,1,2025,11
11401,960179,1960179,10000,2025-10-07,1,2025,10
11402,180329,1180329,10000,2025-06-21,1,2025,6
11403,991961,1991961,10000,2025-06-28,1,2025,6
11404,226520,1226520,10000,2025-01-06,1,2025,1
11405,394466,1394466,10000,2025-05-28,1,2025,5
11406,565484,1565484,10000,2025-03-21,1,2025,3
11407,451726,1451726,10000,2025-01-20,1,2025,1
11408,500590,1500590,10000,2025-04-07,1,2025,4
11409,190029,1190029,10000,2025-11-28,1,2025,11
11410,769511,1769511,10000,2025-03-14,1,2025,3
11411,118575,1118575,10000,2025-03-07,1,2025,3
11412,215073,1215073,10000,2025-03-28,1,2025,3
11413,38849,1038849,10000,2025-05-21,1,2025,5
11414,425933,1425933,10000,2025-08-07,1,2025,8
11415,364769,1364769,10000,2025-10-21,1,2025,10
11416,884595,1884595,10000,2025-11-28,1,2025,11
11417,359547,1359547,10000,2025-11-21,1,2025,11
11418,603873,1603873,10000,2025-01-20,1,2025,1
11419,20889,1020889,10000,2025-04-14,1,2025,4
11420,96486,1096486,10000,2025-06-07,1,2025,6
11421,830158,1830158,10000,2025-11-07,1,2025,11
11422,108605,1108605,10000,2025-03-07,1,2025,3
11423,350273,1350273,10000,2025-01-13,1,2025,1
11424,606299,1606299,10000,2025-05-07,1,2025,5
11425,539765,1539765,10000,2025-07-14,1,2025,7
11426,731363,1731363,10000,2025-02-20,1,2025,2
11427,551956,1551956,10000,2025-04-28,1,2025,4
11428,985349,1985349,10000,2025-07-07,1,2025,7
11429,717625,1717625,10000,2025-12-14,1,2025,12
11430,816256,1816256,10000,2025-02-13,1,2025,2
11431,564415,1564415,10000,2025-05-07,1,2025,5
11432,684867,1684867,10000,2025-04-14,1,2025,4
11433,85459,1085459,10000,2025-02-20,1,2025,2
11434,395051,1395051,10000,2025-01-20,1,2025,1
11435,795121,1795121,10000,2025-12-14,1,2025,12
11436,833315,1833315,10000,2025-02-27,1,2025,2
11437,441234,1441234,10000,2025-09-21,1,2025,9
11438,975078,1975078,10000,2025-08-07,1,2025,8
11439,977482,1977482,10000,2025-08-21,1,2025,8
11440,647562,1647562,10000,2025-05-28,1,2025,5
11441,375189,1375189,10000,2025-07-14,1,2025,7
11442,302426,1302426,10000,2025-08-14,1,2025,8
11443,373286,1373286,10000,2025-10-28,1,2025,10
11444,575635,1575635,10000,2025-06-28,1,2025,6
11445,682609,1682609,10000,2025-09-28,1,2025,9
11446,544814,1544814,10000,2025-12-14,1,2025,12
11447,909473,1909473,10000,2025-10-14,1,2025,10
11448,637212,1637212,10000,2025-10-07,1,2025,10
11449,860031,1860031,10000,2025-07-14,1,2025,7
11450,380629,1380629,10000,2025-09-21,1,2025,9
11451,704857,1704857,10000,2025-05-14,1,2025,5
11452,663935,1663935,10000,2025-03-28,1,2025,3
11453,602319,1602319,10000,2025-03-14,1,2025,3
11454,22932,1022932,10000,2025-12-28,1,2025,12
11455,510073,1510073,10000,2025-05-21,1,2025,5
11456,595710,1595710,10000,2025-02-13,1,2025,2
11457,15448,1015448,10000,2025-08-21,1,2025,8
11458,636713,1636713,10000,2025-03-14,1,2025,3
11459,222853,1222853,10000,2025-03-07,1,2025,3
11460,760194,1760194,10000,2025-04-28,1,2025,4
11461,296035,1296035,10000,2025-04-14,1,2025,4
11462,829081,1829081,10000,2025-06-07,1,2025,6
11463,742424,1742424,10000,2025-10-28,1,2025,10
11464,973810,1973810,10000,2025-12-21,1,2025,12
11465,541691,1541691,10000,2025-10-21,1,2025,10
11466,607931,1607931,10000,2025-08-28,1,2025,8
11467,455067,1455067,10000,2025-08-14,1,2025,8
11468,659049,1659049,10000,2025-06-28,1,2025,6
11469,280281,1280281,10000,2025-05-14,1,2025,5
11470,269878,1269878,10000,2025-06-28,1,2025,6
11471,671372,1671372,10000,2025-02-27,1,2025,2
11472,612603,1612603,10000,2025-07-28,1,2025,7
11473,191314,1191314,10000,2025-06-28,1,2025,6
11474,219746,1219746,10000,2025-12-28,1,2025,12
11475,874023,1874023,10000,2025-04-21,1,2025,4
11476,650613,1650613,10000,2025-02-13,1,2025,2
11477,214418,1214418,10000,2025-12-07,1,2025,12
11478,522654,1522654,10000,2025-10-07,1,2025,10
11479,700554,1700554,10000,2025-11-07,1,2025,11
11480,242099,1242099,10000,2025-10-28,1,2025,10
11481,267792,1267792,10000,2025-06-28,1,2025,6
11482,7615,1007615,10000,2025-07-14,1,2025,7
11483,545426,1545426,10000,2025-12-14,1,2025,12
11484,23120,1023120,10000,2025-06-21,1,2025,6
11485,634433,1634433,10000,2025-07-21,1,2025,7
11486,515524,1515524,10000,2025-05-07,1,2025,5
11487,599657,1599657,10000,2025-08-14,1,2025,8
11488,990736,1990736,10000,2025-11-28,1,2025,11
11489,955283,1955283,10000,2025-05-14,1,2025,5
11490,214215,1214215,10000,2025-02-20,1,2025,2
11491,283923,1283923,10000,2025-12-14,1,2025,12
11492,854632,1854632,10000,2025-05-07,1,2025,5
11493,787203,1787203,10000,2025-12-14,1,2025,12
11494,80600,1080600,10000,2025-05-21,1,2025,5
11495,909911,1909911,10000,2025-05-21,1,2025,5
11496,921832,1921832,10000,2025-07-21,1,2025,7
11497,237547,1237547,10000,2025-01-13,1,2025,1
11498,611401,1611401,10000,2025-08-14,1,2025,8
11499,781819,1781819,10000,2025-11-07,1,2025,11
11500,634832,1634832,10000,2025-09-07,1,2025,9
11501,283373,1283373,10000,2025-07-28,1,2025,7
11502,487660,1487660,10000,2025-11-21,1,2025,11
11503,65759,1065759,10000,2025-08-07,1,2025,8
11504,149597,1149597,10000,2025-09-07,1,2025,9
11505,849783,1849783,10000,2025-01-27,1,2025,1
11506,174148,1174148,10000,2025-06-14,1,2025,6
11507,768997,1768997,10000,2025-04-07,1,2025,4
11508,99388,1099388,10000,2025-07-07,1,2025,7
11509,616132,1616132,10000,2025-02-20,1,2025,2
11510,749838,1749838,10000,2025-02-13,1,2025,2
11511,532510,1532510,10000,2025-11-21,1,2025,11
11512,515892,1515892,10000,2025-03-21,1,2025,3
11513,529701,1529701,10000,2025-05-07,1,2025,5
11514,795286,1795286,10000,2025-10-28,1,2025,10
11515,287587,1287587,10000,2025-05-21,1,2025,5
11516,945631,1945631,10000,2025-02-20,1,2025,2
11517,991156,1991156,10000,2025-06-28,1,2025,6
11518,636409,1636409,10000,2025-12-21,1,2025,12
11519,301177,1301177,10000,2025-11-21,1,2025,11
11520,940171,1940171,10000,2025-04-14,1,2025,4
11521,757862,1757862,10000,2025-03-28,1,2025,3
11522,512185,1512185,10000,2025-09-07,1,2025,9
11523,701677,1701677,10000,2025-01-06,1,2025,1
11524,321401,1321401,10000,2025-01-20,1,2025,1
11525,792326,1792326,10000,2025-09-28,1,2025,9
11526,752438,1752438,10000,2025-01-27,1,2025,1
11527,954126,1954126,10000,2025-03-21,1,2025,3
11528,122343,1122343,10000,2025-11-21,1,2025,11
11529,390526,1390526,10000,2025-11-07,1,2025,11
11530,2564,1002564,10000,2025-05-21,1,2025,5
11531,67078,1067078,10000,2025-02-20,1,2025,2
11532,529354,1529354,10000,2025-02-20,1,2025,2
11533,331901,1331901,10000,2025-01-13,1,2025,1
11534,839975,1839975,10000,2025-02-27,1,2025,2
11535,763269,1763269,10000,2025-12-21,1,2025,12
11536,966566,1966566,10000,2025-10-21,1,2025,10
11537,701836,1701836,10000,2025-07-14,1,2025,7
11538,485157,1485157,10000,2025-09-07,1,2025,9
11539,448919,1448919,10000,2025-06-07,1,2025,6
11540,294713,1294713,10000,2025-11-21,1,2025,11
11541,924988,1924988,10000,2025-02-06,1,2025,2
11542,972597,1972597,10000,2025-10-07,1,2025,10
11543,541719,1541719,10000,2025-07-07,1,2025,7
11544,954078,1954078,10000,2025-12-21,1,2025,12
11545,719073,1719073,10000,2025-12-28,1,2025,12
11546,17848,1017848,10000,2025-07-07,1,2025,7
11547,116260,1116260,10000,2025-09-14,1,2025,9
11548,372425,1372425,10000,2025-02-27,1,2025,2
11549,528802,1528802,10000,2025-12-14,1,2025,12
11550,621804,1621804,10000,2025-04-21,1,2025,4
11551,650011,1650011,10000,2025-09-14,1,2025,9
11552,489742,1489742,10000,2025-08-21,1,2025,8
11553,628979,1628979,10000,2025-07-14,1,2025,7
11554,175539,1175539,10000,2025-11-07,1,2025,11
11555,532235,1532235,10000,2025-09-21,1,2025,9
11556,55487,1055487,10000,2025-05-07,1,2025,5
11557,506933,1506933,10000,2025-08-21,1,2025,8
11558,560541,1560541,10000,2025-03-28,1,2025,3
11559,905299,1905299,10000,2025-12-14,1,2025,12
11560,869208,1869208,10000,2025-01-20,1,2025,1
11561,635754,1635754,10000,2025-12-28,1,2025,12
11562,247409,1247409,10000,2025-12-21,1,2025,12
11563,285647,1285647,10000,2025-06-28,1,2025,6
11564,492433,1492433,10000,2025-08-07,1,2025,8
11565,745980,1745980,10000,2025-03-21,1,2025,3
11566,761728,1761728,10000,2025-03-07,1,2025,3
11567,695699,1695699,10000,2025-10-28,1,2025,10
11568,137342,1137342,10000,2025-08-14,1,2025,8
11569,415666,1415666,10000,2025-02-20,1,2025,2
11570,915585,1915585,10000,2025-08-07,1,2025,8
11571,675893,1675893,10000,2025-10-07,1,2025,10
11572,834145,1834145,10000,2025-08-21,1,2025,8
11573,863914,1863914,10000,2025-04-21,1,2025,4
11574,647683,1647683,10000,2025-10-28,1,2025,10
11575,931943,1931943,10000,2025-12-21,1,2025,12
11576,517959,1517959,10000,2025-06-14,1,2025,6
11577,326784,1326784,10000,2025-10-28,1,2025,10
11578,941023,1941023,10000,2025-05-28,1,2025,5
11579,118102,1118102,10000,2025-01-27,1,2025,1
11580,819739,1819739,10000,2025-10-28,1,2025,10
11581,469810,1469810,10000,2025-04-07,1,2025,4
11582,215914,1215914,10000,2025-07-14,1,2025,7
11583,920671,1920671,10000,2025-10-14,1,2025,10
11584,76637,1076637,10000,2025-07-14,1,2025,7
11585,243668,1243668,10000,2025-09-28,1,2025,9
11586,934248,1934248,10000,2025-07-14,1,2025,7
11587,751749,1751749,10000,2025-06-28,1,2025,6
11588,232678,1232678,10000,2025-02-13,1,2025,2
11589,612713,1612713,10000,2025-07-14,1,2025,7
11590,136036,1136036,10000,2025-10-21,1,2025,10
11591,507532,1507532,10000,2025-05-07,1,2025,5
11592,508619,1508619,10000,2025-10-21,1,2025,10
11593,178017,1178017,10000,2025-06-28,1,2025,6
11594,439534,1439534,10000,2025-10-14,1,2025,10
11595,755651,1755651,10000,2025-06-21,1,2025,6
11596,205681,1205681,10000,2025-04-07,1,2025,4
11597,544806,1544806,10000,2025-03-07,1,2025,3
11598,120442,1120442,10000,2025-01-27,1,2025,1
11599,67065,1067065,10000,2025-01-20,1,2025,1
11600,729030,1729030,10000,2025-09-14,1,2025,9
11601,981301,1981301,10000,2025-02-06,1,2025,2
11602,266898,1266898,10000,2025-11-14,1,2025,11
11603,288520,1288520,10000,2025-08-28,1,2025,8
11604,405057,1405057,10000,2025-07-21,1,2025,7
11605,42470,1042470,10000,2025-06-07,1,2025,6
11606,333764,1333764,10000,2025-10-07,1,2025,10
11607,838291,1838291,10000,2025-03-21,1,2025,3
11608,341612,1341612,10000,2025-11-07,1,2025,11
11609,18239,1018239,10000,2025-05-14,1,2025,5
11610,648517,1648517,10000,2025-03-14,1,2025,3
11611,133696,1133696,10000,2025-01-13,1,2025,1
11612,495780,1495780,10000,2025-11-07,1,2025,11
11613,948844,1948844,10000,2025-03-07,1,2025,3
11614,197221,1197221,10000,2025-12-07,1,2025,12
11615,695610,1695610,10000,2025-10-28,1,2025,10
11616,951067,1951067,10000,2025-09-07,1,2025,9
11617,890060,1890060,10000,2025-12-07,1,2025,12
11618,199041,1199041,10000,2025-12-14,1,2025,12
11619,634999,1634999,10000,2025-06-28,1,2025,6
11620,275329,1275329,10000,2025-10-28,1,2025,10
11621,846414,1846414,10000,2025-02-20,1,2025,2
11622,597129,1597129,10000,2025-01-27,1,2025,1
11623,723368,1723368,10000,2025-02-27,1,2025,2
11624,689887,1689887,10000,2025-03-07,1,2025,3
11625,416871,1416871,10000,2025-10-14,1,2025,10
11626,633453,1633453,10000,2025-06-21,1,2025,6
11627,527441,1527441,10000,2025-04-14,1,2025,4
11628,351942,1351942,10000,2025-12-21,1,2025,12
11629,760598,1760598,10000,2025-06-28,1,2025,6
11630,372739,1372739,10000,2025-07-14,1,2025,7
11631,138112,1138112,10000,2025-01-13,1,2025,1
11632,642189,1642189,10000,2025-01-06,1,2025,1
11633,273359,1273359,10000,2025-03-28,1,2025,3
11634,704761,1704761,10000,2025-04-21,1,2025,4
11635,332358,1332358,10000,2025-05-28,1,2025,5
11636,886596,1886596,10000,2025-01-27,1,2025,1
11637,650933,1650933,10000,2025-10-14,1,2025,10
11638,63660,1063660,10000,2025-01-27,1,2025,1
11639,943520,1943520,10000,2025-03-07,1,2025,3
11640,109310,1109310,10000,2025-04-07,1,2025,4
11641,211874,1211874,10000,2025-02-13,1,2025,2
11642,342088,1342088,10000,2025-10-14,1,2025,10
11643,441184,1441184,10000,2025-11-28,1,2025,11
11644,190234,1190234,10000,2025-09-21,1,2025,9
11645,935771,1935771,10000,2025-05-28,1,2025,5
11646,900959,1900959,10000,2025-01-20,1,2025,1
11647,37572,1037572,10000,2025-09-07,1,2025,9
11648,856842,1856842,10000,2025-09-21,1,2025,9
11649,52947,1052947,10000,2025-07-21,1,2025,7
11650,408337,1408337,10000,2025-10-07,1,2025,10
11651,270414,1270414,10000,2025-11-14,1,2025,11
11652,680995,1680995,10000,2025-04-28,1,2025,4
11653,814965,1814965,10000,2025-01-27,1,2025,1
11654,68399,1068399,10000,2025-06-21,1,2025,6
11655,648898,1648898,10000,2025-05-21,1,2025,5
11656,523259,1523259,10000,2025-01-13,1,2025,1
11657,774081,1774081,10000,2025-02-13,1,2025,2
11658,154809,1154809,10000,2025-02-06,1,2025,2
11659,954276,1954276,10000,2025-10-21,1,2025,10
11660,726809,1726809,10000,2025-09-07,1,2025,9
11661,461256,1461256,10000,2025-01-20,1,2025,1
11662,847542,1847542,10000,2025-05-14,1,2025,5
11663,850201,1850201,10000,2025-01-13,1,2025,1
11664,44298,1044298,10000,2025-08-21,1,2025,8
11665,587362,1587362,10000,2025-07-28,1,2025,7
11666,810420,1810420,10000,2025-02-13,1,2025,2
11667,770946,1770946,10000,2025-10-07,1,2025,10
11668,393408,1393408,10000,2025-12-28,1,2025,12
11669,398542,1398542,10000,2025-10-28,1,2025,10
11670,776549,1776549,10000,2025-02-06,1,2025,2
11671,84221,1084221,10000,2025-01-20,1,2025,1
11672,898279,1898279,10000,2025-10-21,1,2025,10
11673,639440,1639440,10000,2025-04-28,1,2025,4
11674,793105,1793105,10000,2025-01-27,1,2025,1
11675,717484,1717484,10000,2025-06-07,1,2025,6
11676,335778,1335778,10000,2025-07-21,1,2025,7
11677,584684,1584684,10000,2025-08-07,1,2025,8
11678,407609,1407609,10000,2025-02-27,1,2025,2
11679,984784,1984784,10000,2025-11-07,1,2025,11
11680,592610,1592610,10000,2025-05-28,1,2025,5
11681,395854,1395854,10000,2025-07-21,1,2025,7
11682,184665,1184665,10000,2025-02-27,1,2025,2
11683,134547,1134547,10000,2025-04-07,1,2025,4
11684,714551,1714551,10000,2025-11-21,1,2025,11
11685,791917,1791917,10000,2025-01-27,1,2025,1
11686,70610,1070610,10000,2025-03-21,1,2025,3
11687,922553,1922553,10000,2025-12-14,1,2025,12
11688,566364,1566364,10000,2025-10-14,1,2025,10
11689,995363,1995363,10000,2025-10-28,1,2025,10
11690,179041,1179041,10000,2025-01-20,1,2025,1
11691,291575,1291575,10000,2025-05-07,1,2025,5
11692,860817,1860817,10000,2025-10-28,1,2025,10
11693,910021,1910021,10000,2025-06-07,1,2025,6
11694,96252,1096252,10000,2025-04-07,1,2025,4
11695,636397,1636397,10000,2025-07-28,1,2025,7
11696,605164,1605164,10000,2025-09-07,1,2025,9
11697,982258,1982258,10000,2025-03-28,1,2025,3
11698,865350,1865350,10000,2025-08-07,1,2025,8
11699,860122,1860122,10000,2025-10-28,1,2025,10
11700,976544,1976544,10000,2025-04-14,1,2025,4
11701,406360,1406360,10000,2025-06-14,1,2025,6
11702,788435,1788435,10000,2025-09-07,1,2025,9
11703,534293,1534293,10000,2025-06-28,1,2025,6
11704,277976,1277976,10000,2025-05-07,1,2025,5
11705,978421,1978421,10000,2025-01-27,1,2025,1
11706,14014,1014014,10000,2025-02-20,1,2025,2
11707,667719,1667719,10000,2025-02-13,1,2025,2
11708,146273,1146273,10000,2025-11-28,1,2025,11
11709,160679,1160679,10000,2025-12-21,1,2025,12
11710,754911,1754911,10000,2025-07-28,1,2025,7
11711,514069,1514069,10000,2025-08-21,1,2025,8
11712,480283,1480283,10000,2025-08-07,1,2025,8
11713,273657,1273657,10000,2025-06-07,1,2025,6
11714,865686,1865686,10000,2025-06-21,1,2025,6
11715,302941,1302941,10000,2025-10-14,1,2025,10
11716,701379,1701379,10000,2025-09-28,1,2025,9
11717,617133,1617133,10000,2025-05-14,1,2025,5
11718,118443,1118443,10000,2025-07-07,1,2025,7
11719,757436,1757436,10000,2025-08-07,1,2025,8
11720,149226,1149226,10000,2025-09-21,1,2025,9
11721,54300,1054300,10000,2025-06-21,1,2025,6
11722,32159,1032159,10000,2025-04-14,1,2025,4
11723,868821,1868821,10000,2025-10-28,1,2025,10
11724,473635,1473635,10000,2025-05-28,1,2025,5
11725,423857,1423857,10000,2025-08-07,1,2025,8
11726,485827,1485827,10000,2025-06-07,1,2025,6
11727,84932,1084932,10000,2025-04-14,1,2025,4
11728,555347,1555347,10000,2025-08-14,1,2025,8
11729,361384,1361384,10000,2025-08-28,1,2025,8
